19.312,29.992,0,1,2
18.5,38.523,0,2,1
18.628,38.833,0,2,1
18.758,39.008,0,2,1
18.453,38.948,0,2,1
18.524,38.615,0,2,1
19.52,40.183,0,2,1
18.432,38.372,0,2,1
18.616,38.58,0,2,1
18.68,39.347,0,2,1
18.805,39.377,0,2,1
19.033,39.923,0,2,1
18.616,38.58,0,2,1
19.741,41.413,0,2,1
19.317,40.43,0,2,1
19.809,40.617,0,2,1
20.262,40.767,0,1,2
19.248,40.235,0,2,1
19.889,40.793,0,2,1
19.794,41.573,0,2,1
19.329,40.753,0,2,1
20.244,41.905,0,2,1
20.844,43.34,0,2,1
20.16,42.34,0,2,1
20.578,43.558,0,1,2
20.606,42.553,0,2,1
21.462,44.488,0,2,1
20.54,43.812,0,2,1
21.657,43.883,0,2,1
20.601,42.755,0,2,1
21.096,43.783,0,2,1
22.574,44.645,0,2,1
21.868,45.625,0,2,1
21.581,45.465,0,2,1
23.026,47.047,0,2,1
22.149,43.347,0,2,1
22.105,46.697,0,2,1
22.791,48.185,0,2,1
23.65,45.593,0,2,1
23.214,48.243,0,2,1
24.087,49.795,0,2,1
25.803,50.557,0,2,1
28.043,53.875,0,2,1
27.756,53.183,0,2,1
33.044,58.577,0,2,1
31.573,60.987,0,2,1
31.536,57.813,0,2,1
53.988,58.358,0,2,1
41.57,61.168,0,2,1
58.55,67.187,0,2,1
56.048,62.378,0,2,1
46.527,65.582,0,1,2
44.13,71.647,0,2,1
42.922,68.285,0,2,1
42.71,67.775,0,2,1
44.445,71.945,0,2,1
56.87,72.603,0,2,1
61.801,73.757,0,2,1
63.632,74.992,0,2,1
45.759,75.808,0,2,1
11.651,28.932,0,2,1
62.568,72.563,0,2,1
11.259,28.35,0,2,1
11.43,28.682,0,1,2
11.624,28.802,0,2,1
11.467,28.48,0,1,2
11.334,28.122,0,2,1
11.918,30.18,0,2,1
11.355,28.285,0,2,1
11.76,29.287,0,2,1
12.173,30.457,0,2,1
11.219,28.102,0,2,1
11.489,28.502,0,2,1
11.598,28.98,0,2,1
11.865,29.857,0,2,1
11.219,28.102,0,2,1
11.466,28.928,0,2,1
11.771,29.263,0,1,2
11.545,28.943,0,2,1
12.645,31.575,0,2,1
11.912,29.457,0,1,2
12.471,30.713,0,2,1
13.072,32.447,0,1,2
11.992,30.483,0,2,1
12.832,31.722,0,1,2
12.773,32.05,0,2,1
12.598,31.63,0,2,1
12.42,31.07,0,2,1
12.623,31.117,0,1,2
12.691,31.34,0,1,2
13.643,33.818,0,2,1
13.513,33.643,0,2,1
12.612,31.347,0,2,1
13.156,32.432,0,1,2
13.143,32.758,0,2,1
13.199,33.043,0,2,1
13.001,32.477,0,2,1
13.249,33.452,0,2,1
13.185,32.685,0,2,1
13.927,33.467,0,2,1
13.185,32.685,0,2,1
13.999,34.823,0,2,1
13.71,34.133,0,2,1
13.928,34.388,0,1,2
15.495,38.473,0,2,1
13.947,34.315,0,1,2
14.681,36.587,0,2,1
13.898,34.858,0,2,1
16.008,39.992,0,2,1
14.253,35.565,0,2,1
15.334,38.323,0,2,1
15.825,39.362,0,2,1
15.069,37.31,0,1,2
15.225,37.938,0,2,1
14.4,35.623,0,2,1
15.109,37.917,0,2,1
16.174,37.907,0,2,1
15.665,37.888,0,2,1
15.17,36.86,0,2,1
16.487,41.01,0,2,1
16.15,39.57,0,2,1
16.718,37.452,0,2,1
17.143,38.75,0,2,1
18.076,43.228,0,2,1
16.674,40.802,0,2,1
17.36,42.29,0,2,1
18.219,39.698,0,2,1
17.783,42.348,0,2,1
23.709,48.032,0,1,2
21.016,47.448,0,2,1
19.945,46.817,0,2,1
18.657,43.9,0,2,1
28.848,56.537,0,2,1
26.142,55.092,0,2,1
26.105,51.918,0,2,1
31.728,57.003,0,1,2
31.432,59.398,0,2,1
46.45,61.04,0,1,2
48.951,65.848,0,1,2
34.463,64.177,0,1,2
37.491,62.39,0,2,1
38.7,65.752,0,2,1
37.279,61.88,0,2,1
40.996,67.043,0,2,1
39.014,66.05,0,2,1
43.572,68.315,0,2,1
44.339,67.122,0,2,1
45.402,69.55,0,2,1
40.328,69.913,0,2,1
8.611,21.685,0,2,1
8.841,22.255,0,1,2
8.934,22.802,0,2,1
8.999,22.247,0,1,2
9.968,24.892,0,1,2
10.851,27.038,0,1,2
11.6,28.838,0,1,2
9.467,23.468,0,1,2
9.12,23.092,0,2,1
9.525,23.792,0,2,1
9.922,24.75,0,1,2
8.571,21.437,0,2,1
9.217,23.192,0,2,1
8.666,21.737,0,2,1
8.615,21.602,0,2,1
10.543,26.298,0,1,2
9.21,23.095,0,2,1
10.345,25.598,0,1,2
10.52,26.178,0,1,2
9.6,23.652,0,2,1
12.902,32.007,0,1,2
9.364,24.01,0,2,1
12.301,30.428,0,1,2
10.145,25.847,0,2,1
9.951,24.965,0,2,1
9.772,24.405,0,2,1
9.968,24.745,0,2,1
13.264,33.038,0,1,2
10.794,27.043,0,2,1
13.788,34.157,0,1,2
10.679,26.513,0,2,1
10.209,25.533,0,2,1
10.606,26.597,0,2,1
11.463,28.322,0,1,2
10.796,27.23,0,2,1
11.003,27.872,0,2,1
11.185,27.748,0,2,1
13.205,32.583,0,1,2
10.939,27.105,0,2,1
11.284,27.07,0,1,2
11.306,28.32,0,2,1
11.885,29.513,0,2,1
11.817,29.318,0,2,1
11.85,29.752,0,2,1
14.318,35.362,0,1,2
15.915,39.51,0,1,2
11.652,29.278,0,2,1
15.401,37.992,0,1,2
13.514,33.612,0,2,1
13.096,32.337,0,1,2
13.554,33.602,0,2,1
11.996,29.81,0,2,1
13.824,34.34,0,2,1
13.769,32.002,0,1,2
13.108,32.895,0,2,1
12.924,31.28,0,2,1
13.664,32.867,0,2,1
14.816,36.673,0,2,1
14.149,34.548,0,2,1
14.472,31.872,0,2,1
14.674,35.78,0,2,1
17.713,42.003,0,1,2
14.896,33.17,0,2,1
15.359,37.268,0,2,1
16.32,34.405,0,2,1
15.783,37.327,0,2,1
16.656,38.878,0,2,1
17.944,41.795,0,2,1
19.015,42.427,0,2,1
21.736,43.058,0,1,2
27.243,52.883,0,1,2
24.244,49.798,0,2,1
24.206,46.625,0,2,1
29.625,52.937,0,1,2
29.488,55.917,0,1,2
46.848,61.782,0,1,2
44.347,56.973,0,1,2
36.801,60.458,0,2,1
35.593,57.097,0,2,1
32.489,59.203,0,1,2
35.38,56.587,0,2,1
39.098,61.75,0,2,1
37.115,60.757,0,2,1
41.673,63.022,0,2,1
8.786,22.387,0,1,2
43.503,64.257,0,2,1
38.429,64.62,0,2,1
42.44,61.828,0,2,1
7.164,17.785,0,1,2
7.901,20.232,0,1,2
10.46,26.457,0,1,2
9.631,24.567,0,1,2
11.209,28.257,0,1,2
6.442,15.865,0,2,1
8.742,21.898,0,1,2
6.822,16.467,0,1,2
9.711,24.657,0,1,2
6.428,16.167,0,1,2
7.458,18.425,0,1,2
8.306,20.845,0,1,2
8.72,21.862,0,1,2
10.152,25.74,0,1,2
9.867,25.218,0,1,2
9.876,25.107,0,1,2
9.007,22.253,0,1,2
8.202,20.842,0,1,2
12.479,31.385,0,1,2
11.878,29.807,0,1,2
7.198,17.795,0,1,2
7.377,18.462,0,1,2
7.77,19.502,0,1,2
9.607,23.853,0,1,2
10.305,25.81,0,1,2
12.841,32.417,0,1,2
13.37,33.288,0,1,2
8.009,19.92,0,1,2
10.319,25.622,0,1,2
8.005,19.862,0,1,2
10.946,27.407,0,1,2
9.516,23.51,0,1,2
9.611,24.002,0,1,2
10.855,26.717,0,1,2
12.689,31.668,0,1,2
11.525,28.622,0,1,2
14.885,37.077,0,1,2
11.457,28.427,0,1,2
13.801,34.447,0,1,2
9.61,23.44,0,1,2
9.211,22.753,0,1,2
10.367,25.863,0,1,2
8.654,20.267,0,1,2
15.398,38.595,0,1,2
9.922,25.015,0,1,2
13.154,32.72,0,1,2
10.068,25.073,0,1,2
12.438,31.193,0,1,2
13.194,32.71,0,1,2
13.513,33.327,0,1,2
12.525,31.368,0,1,2
11.558,26.443,0,1,2
12.569,30.598,0,1,2
11.314,27.597,0,1,2
14.456,35.782,0,1,2
12.377,26.928,0,1,2
13.524,32.987,0,1,2
17.196,41.088,0,1,2
12.618,27.953,0,1,2
14.048,34.218,0,1,2
15.157,35.765,0,1,2
13.856,29.36,0,1,2
16.03,37.317,0,1,2
14.734,35.707,0,1,2
17.319,40.233,0,1,2
20.707,40.812,0,1,2
20.737,41.193,0,1,2
26.873,51.803,0,1,2
22.305,45.348,0,1,2
23.311,42.405,0,1,2
29.256,51.857,0,1,2
28.759,54.618,0,1,2
43.977,55.893,0,1,2
46.479,60.702,0,1,2
31.491,57.338,0,1,2
34.934,56.06,0,1,2
33.725,52.698,0,1,2
33.513,52.188,0,1,2
39.806,58.623,0,1,2
37.23,57.352,0,1,2
36.562,60.222,0,1,2
40.573,57.43,0,1,2
41.636,59.858,0,1,2
35.248,56.358,0,1,2
9.171,23.03,0,2,1
9.246,23.218,0,2,1
10.63,26.788,0,2,1
9.108,23.503,0,2,1
9.748,24.642,0,2,1
11.38,28.588,0,2,1
9.7,24.493,0,2,1
8.938,22.817,0,2,1
9.701,24.5,0,2,1
8.745,22.138,0,2,1
9.391,23.893,0,2,1
8.789,22.303,0,2,1
8.841,22.482,0,2,1
10.322,26.048,0,2,1
9.147,23.228,0,2,1
9.539,24.712,0,2,1
10.181,25.618,0,1,2
12.681,31.757,0,2,1
9.774,24.353,0,2,1
10.479,26.683,0,2,1
12.08,30.178,0,2,1
10.319,26.548,0,2,1
10.125,25.667,0,2,1
9.946,25.107,0,2,1
10.142,25.49,0,2,1
10.732,27.177,0,2,1
13.044,32.788,0,2,1
13.372,33.697,0,2,1
10.383,26.235,0,2,1
10.854,27.258,0,2,1
11.373,28.773,0,2,1
10.781,27.298,0,2,1
10.97,27.932,0,2,1
11.177,28.617,0,2,1
11.481,29.022,0,2,1
11.359,28.493,0,2,1
11.481,27.975,0,1,2
11.114,27.85,0,2,1
12.06,30.258,0,2,1
13.116,33.035,0,2,1
15.312,38.443,0,2,1
11.991,30.063,0,2,1
11.827,30.023,0,2,1
14.228,35.813,0,2,1
15.825,39.962,0,2,1
12.025,30.453,0,2,1
13.689,34.357,0,2,1
12.171,30.512,0,2,1
13.729,34.347,0,2,1
13.294,33.257,0,1,2
13.999,35.085,0,2,1
13.283,33.64,0,2,1
13.944,32.703,0,1,2
13.098,32.025,0,2,1
13.838,33.612,0,2,1
14.991,37.418,0,2,1
14.324,35.293,0,2,1
17.623,42.455,0,2,1
15.071,33.915,0,2,1
14.647,32.617,0,2,1
14.848,36.525,0,2,1
15.534,38.013,0,2,1
16.495,35.15,0,2,1
15.957,38.072,0,2,1
16.83,39.623,0,2,1
19.19,43.172,0,2,1
18.119,42.54,0,2,1
19.476,43.863,0,2,1
27.442,53.803,0,1,2
24.418,50.543,0,2,1
24.381,47.37,0,2,1
29.824,53.857,0,1,2
29.63,56.772,0,2,1
35.767,57.842,0,2,1
32.671,60.035,0,2,1
44.545,57.893,0,1,2
36.975,61.203,0,2,1
47.047,62.702,0,1,2
39.272,62.495,0,2,1
35.555,57.332,0,2,1
37.29,61.502,0,2,1
43.678,65.002,0,2,1
41.848,63.767,0,2,1
38.604,65.365,0,2,1
42.614,62.573,0,2,1
9.601,23.782,0,2,1
10.825,26.908,0,1,2
8.331,20.947,0,1,2
9.944,24.793,0,2,1
11.574,28.708,0,1,2
8.077,19.892,0,2,1
7.123,17.537,0,2,1
9.897,24.652,0,2,1
8.956,22.273,0,2,1
7.769,19.292,0,2,1
7.888,19.14,0,1,2
8.934,22.237,0,2,1
10.517,26.192,0,1,2
8.671,21.297,0,1,2
10.268,25.328,0,2,1
10.265,25.692,0,2,1
9.437,22.968,0,1,2
8.161,20.593,0,2,1
12.843,31.837,0,1,2
12.243,30.258,0,1,2
8.503,21.065,0,2,1
8.697,21.947,0,2,1
8.324,20.505,0,2,1
9.972,24.305,0,1,2
10.518,26.185,0,2,1
13.583,33.663,0,2,1
13.206,32.868,0,1,2
9.177,22.68,0,2,1
10.181,25.837,0,2,1
9.159,22.697,0,2,1
10.684,26.073,0,1,2
11.195,27.743,0,2,1
9.718,24.678,0,2,1
11.159,27.782,0,2,1
12.902,32.043,0,2,1
10.18,25.275,0,2,1
9.943,23.405,0,2,1
10.322,25.482,0,2,1
15.098,37.452,0,2,1
11.89,29.073,0,1,2
11.821,28.878,0,1,2
10.936,27.698,0,2,1
14.014,34.822,0,2,1
15.612,38.97,0,2,1
10.79,26.933,0,2,1
13.519,33.172,0,1,2
12.944,31.873,0,1,2
10.937,26.992,0,2,1
13.559,33.162,0,1,2
14.019,34.007,0,1,2
12.127,29.303,0,2,1
13.312,32.65,0,1,2
13.223,32.117,0,2,1
14.821,36.233,0,1,2
12.711,29.275,0,2,1
14.371,34.388,0,1,2
13.419,29.45,0,2,1
17.409,41.463,0,2,1
13.844,30.748,0,2,1
14.895,35.62,0,1,2
15.581,37.108,0,1,2
14.973,32.058,0,2,1
16.004,37.167,0,1,2
16.877,38.718,0,1,2
18.165,41.635,0,1,2
21.554,42.213,0,1,2
21.584,42.595,0,1,2
27.091,52.42,0,1,2
23.447,47.822,0,2,1
44.195,56.51,0,1,2
46.697,61.318,0,1,2
29.336,55.453,0,1,2
29.474,52.473,0,1,2
23.41,44.648,0,2,1
32.337,58.74,0,1,2
36.004,58.482,0,2,1
34.796,55.12,0,2,1
34.583,54.61,0,2,1
36.319,58.78,0,2,1
38.301,59.773,0,2,1
40.877,61.045,0,2,1
42.707,62.28,0,2,1
41.643,59.852,0,2,1
10.668,26.587,0,2,1
37.633,62.643,0,2,1
9.734,24.717,0,2,1
11.417,28.387,0,2,1
9.785,24.44,0,2,1
10.206,25.682,0,2,1
9.347,23.158,0,1,2
9.739,24.298,0,2,1
9.252,23.327,0,2,1
9.466,23.695,0,2,1
9.898,25.082,0,2,1
9.415,23.517,0,2,1
10.36,25.847,0,2,1
9.654,24.083,0,1,2
10.16,25.158,0,1,2
10.896,27.372,0,2,1
10.4,25.567,0,2,1
10.025,25.708,0,2,1
12.711,31.577,0,1,2
12.084,30.012,0,2,1
10.826,27.737,0,2,1
10.607,26.8,0,1,2
10.428,26.133,0,1,2
10.724,26.592,0,1,2
10.939,27.042,0,1,2
13.047,32.622,0,2,1
11.235,28.2,0,1,2
11.68,28.905,0,1,2
11.405,28.133,0,1,2
10.862,27.143,0,2,1
11.449,28.84,0,2,1
13.401,33.523,0,2,1
11.803,29.83,0,2,1
11.985,29.707,0,2,1
13.449,33.28,0,1,2
11.739,29.063,0,2,1
11.885,28.605,0,1,2
11.96,29.93,0,2,1
12.58,31.163,0,1,2
15.459,38.587,0,2,1
12.453,31.237,0,2,1
12.543,31.023,0,1,2
14.561,36.058,0,1,2
14.209,35.262,0,1,2
15.972,40.105,0,2,1
12.504,31.362,0,2,1
12.65,31.42,0,2,1
13.665,34.018,0,1,2
14.425,33.703,0,2,1
14.74,36.152,0,1,2
14.249,35.252,0,1,2
14.033,34.795,0,1,2
13.724,33.238,0,2,1
14.464,34.825,0,2,1
15.511,38.323,0,1,2
14.95,36.507,0,2,1
17.956,42.7,0,1,2
15.133,33.878,0,2,1
15.557,35.177,0,2,1
15.474,37.738,0,2,1
16.16,39.227,0,2,1
16.686,36.487,0,2,1
17.456,40.837,0,2,1
16.583,39.285,0,2,1
18.744,43.753,0,2,1
22.275,44.358,0,1,2
22.305,44.74,0,1,2
30.026,57.543,0,1,2
27.781,54.51,0,1,2
25.044,51.757,0,2,1
30.164,54.563,0,1,2
25.007,48.583,0,2,1
44.885,58.6,0,1,2
47.387,63.408,0,1,2
33.058,60.885,0,1,2
36.18,58.545,0,2,1
36.393,59.055,0,2,1
37.601,62.417,0,2,1
39.898,63.708,0,2,1
42.474,64.98,0,2,1
44.304,66.215,0,2,1
37.916,62.715,0,2,1
43.24,63.787,0,2,1
39.23,66.578,0,2,1
11.118,28.287,0,2,1
10.555,26.392,0,2,1
11.269,27.945,0,2,1
10.419,26.208,0,2,1
11.065,27.963,0,2,1
11.373,28.563,0,2,1
10.419,26.208,0,2,1
10.689,26.608,0,2,1
10.799,27.087,0,2,1
10.667,27.035,0,2,1
10.745,27.05,0,2,1
10.972,27.37,0,1,2
11.846,29.682,0,2,1
11.671,28.82,0,2,1
11.112,27.563,0,1,2
11.192,28.59,0,2,1
12.564,31.123,0,1,2
12.018,29.647,0,1,2
11.799,29.737,0,2,1
11.973,30.157,0,2,1
11.62,29.177,0,2,1
12.343,30.865,0,2,1
11.823,29.223,0,1,2
11.891,29.447,0,1,2
13.253,33.082,0,2,1
11.812,29.453,0,2,1
12.357,30.538,0,1,2
12.981,32.257,0,1,2
12.187,30.5,0,2,1
12.399,31.15,0,2,1
12.435,31.475,0,2,1
12.371,30.708,0,2,1
13.714,33.843,0,1,2
12.371,30.708,0,2,1
13.127,31.573,0,2,1
13.114,32.313,0,1,2
12.91,32.24,0,2,1
15.342,38.283,0,2,1
13.133,32.24,0,1,2
14.528,36.397,0,2,1
15.856,39.802,0,2,1
13.084,32.882,0,2,1
13.454,33.672,0,2,1
14.743,36.412,0,1,2
14.255,35.235,0,1,2
14.783,36.402,0,1,2
15.33,37.368,0,1,2
13.6,33.73,0,2,1
15.375,36.013,0,2,1
14.295,35.94,0,2,1
14.356,34.883,0,2,1
14.851,35.912,0,2,1
15.904,35.475,0,2,1
15.336,37.593,0,2,1
16.045,39.473,0,1,2
17.923,43.038,0,2,1
16.329,36.773,0,2,1
15.86,38.825,0,2,1
16.546,40.313,0,2,1
17.405,37.722,0,2,1
16.969,40.372,0,2,1
20.202,45.472,0,2,1
28.315,55.66,0,1,2
17.842,41.923,0,2,1
22.895,45.957,0,1,2
25.328,53.115,0,2,1
25.291,49.942,0,2,1
19.131,44.84,0,2,1
30.697,55.713,0,1,2
30.56,58.693,0,1,2
45.419,59.75,0,1,2
47.92,64.558,0,1,2
33.649,62.102,0,1,2
37.886,63.775,0,2,1
36.677,60.413,0,2,1
38.2,64.073,0,2,1
36.465,59.903,0,2,1
40.182,65.067,0,2,1
42.758,66.338,0,2,1
44.588,67.573,0,2,1
39.514,67.937,0,2,1
43.525,65.145,0,2,1
10.235,26.14,0,1,2
7.861,19.983,0,2,1
9.477,23.993,0,1,2
10.189,25.998,0,1,2
11.867,30.087,0,1,2
8.815,22.338,0,2,1
7.904,20.148,0,2,1
8.506,21.738,0,2,1
9.04,22.94,0,1,2
10.81,27.547,0,1,2
10.612,26.847,0,1,2
10.342,26.307,0,1,2
9.455,23.957,0,1,2
9.33,23.37,0,1,2
9.001,23.507,0,2,1
13.169,33.255,0,1,2
9.434,24.393,0,2,1
12.568,31.677,0,1,2
9.24,23.512,0,2,1
9.061,22.952,0,2,1
11.039,27.905,0,1,2
10.341,25.872,0,1,2
11.053,27.64,0,1,2
9.914,25.127,0,2,1
14.103,35.307,0,1,2
13.531,34.287,0,1,2
9.896,25.143,0,2,1
10.547,27.153,0,2,1
11.679,29.425,0,1,2
10.918,28.283,0,2,1
13.422,33.687,0,1,2
11.458,29.303,0,2,1
10.917,27.722,0,2,1
11.059,27.928,0,2,1
12.259,30.64,0,1,2
10.68,25.852,0,2,1
15.618,39.095,0,1,2
14.534,36.465,0,1,2
11.673,30.145,0,2,1
12.19,30.445,0,1,2
16.132,40.613,0,1,2
11.674,29.438,0,2,1
13.928,34.728,0,1,2
13.888,34.738,0,1,2
13.312,33.44,0,1,2
11.528,29.38,0,2,1
14.387,35.573,0,1,2
13.681,34.217,0,1,2
12.864,31.75,0,2,1
13.499,31.615,0,1,2
15.19,37.8,0,1,2
14.739,35.955,0,1,2
13.937,34.422,0,2,1
14.156,31.897,0,2,1
17.929,43.107,0,1,2
14.56,33.125,0,1,2
15.264,37.187,0,1,2
15.949,38.675,0,1,2
15.71,34.505,0,2,1
17.246,40.285,0,1,2
18.534,43.202,0,1,2
16.372,38.733,0,1,2
21.953,44.162,0,1,2
21.923,43.78,0,1,2
27.46,53.987,0,1,2
24.147,47.095,0,2,1
24.184,50.268,0,2,1
29.705,57.02,0,1,2
29.842,54.04,0,1,2
44.563,58.077,0,1,2
47.065,62.885,0,1,2
32.706,60.307,0,1,2
36.741,60.928,0,2,1
35.533,57.567,0,2,1
39.038,62.22,0,2,1
35.321,57.057,0,2,1
37.056,61.227,0,2,1
43.444,64.727,0,2,1
41.614,63.492,0,2,1
42.38,62.298,0,2,1
11.305,28.192,0,1,2
9.806,24.462,0,2,1
10.544,26.673,0,2,1
38.37,65.09,0,2,1
9.69,24.17,0,1,2
9.59,24.318,0,2,1
10.236,26.073,0,2,1
9.916,24.94,0,2,1
9.98,25.078,0,1,2
10.247,25.652,0,1,2
10.963,27.535,0,2,1
9.947,24.995,0,2,1
10.229,25.417,0,1,2
10.789,26.673,0,2,1
10.363,26.7,0,2,1
12.6,31.37,0,1,2
11.973,29.812,0,1,2
11.091,28.01,0,2,1
11.065,27.788,0,2,1
10.94,27.077,0,1,2
11.008,27.3,0,1,2
10.771,27.145,0,1,2
11.517,29.003,0,2,1
13.486,33.52,0,1,2
10.93,27.307,0,2,1
11.46,28.718,0,2,1
11.474,28.392,0,1,2
12.937,32.422,0,1,2
11.748,29.163,0,1,2
11.868,30.24,0,2,1
12.004,30.013,0,2,1
13.518,33.538,0,1,2
11.804,29.473,0,2,1
12.649,31.422,0,1,2
12.027,30.093,0,2,1
12.244,29.427,0,2,1
15.401,38.625,0,2,1
12.611,31.282,0,1,2
12.517,31.647,0,2,1
14.63,36.317,0,1,2
12.717,31.583,0,2,1
15.914,40.143,0,2,1
13.734,34.277,0,1,2
14.318,35.51,0,1,2
12.571,31.525,0,2,1
14.278,35.52,0,1,2
14.102,35.053,0,1,2
14.809,36.41,0,1,2
14.492,33.867,0,2,1
13.789,33.648,0,2,1
15.161,36.792,0,1,2
15.58,38.582,0,1,2
14.483,35.217,0,2,1
15.2,34.042,0,2,1
18.025,42.958,0,1,2
15.624,35.34,0,2,1
15.685,38.023,0,1,2
16.371,39.512,0,1,2
16.754,36.65,0,2,1
16.794,39.57,0,1,2
17.667,41.122,0,1,2
18.955,44.038,0,1,2
22.374,44.998,0,1,2
22.344,44.617,0,1,2
27.85,54.768,0,1,2
30.232,54.822,0,1,2
25.109,52.167,0,2,1
30.095,57.802,0,1,2
25.071,48.993,0,2,1
44.954,58.858,0,1,2
47.455,63.667,0,1,2
33.127,61.143,0,1,2
37.666,62.827,0,2,1
36.245,58.955,0,2,1
36.458,59.465,0,2,1
39.963,64.118,0,2,1
37.98,63.125,0,2,1
42.538,65.39,0,2,1
44.368,66.625,0,2,1
43.305,64.197,0,2,1
11.438,28.408,0,2,1
39.294,66.988,0,2,1
12.122,30.363,0,2,1
11.168,28.008,0,2,1
11.168,28.008,0,2,1
11.814,29.763,0,2,1
11.416,28.835,0,2,1
11.548,28.887,0,2,1
11.721,29.17,0,1,2
11.495,28.85,0,2,1
11.861,29.363,0,1,2
12.595,31.482,0,2,1
12.421,30.62,0,2,1
11.941,30.39,0,2,1
12.752,31.757,0,1,2
12.411,30.673,0,1,2
12.723,31.957,0,2,1
12.548,31.537,0,2,1
12.369,30.977,0,2,1
12.572,31.023,0,1,2
12.64,31.247,0,1,2
13.308,33.263,0,2,1
12.562,31.253,0,2,1
12.928,32.433,0,2,1
13.36,33.453,0,2,1
12.555,31.428,0,2,1
12.648,31.672,0,2,1
13.092,32.665,0,2,1
12.803,32.403,0,2,1
12.739,31.637,0,2,1
13.846,34.633,0,2,1
12.74,31.637,0,2,1
13.876,33.373,0,2,1
13.659,34.04,0,2,1
15.342,38.283,0,2,1
13.507,33.34,0,1,2
13.526,33.267,0,1,2
15.856,39.802,0,2,1
13.453,33.81,0,2,1
14.528,36.397,0,2,1
14.349,35.53,0,2,1
13.917,34.63,0,2,1
15.136,37.438,0,1,2
14.648,36.262,0,1,2
15.379,38.313,0,2,1
15.175,37.428,0,1,2
15.78,36.94,0,2,1
14.663,36.868,0,2,1
15.219,36.84,0,2,1
14.724,35.812,0,2,1
15.704,38.522,0,2,1
16.273,36.403,0,2,1
16.438,40.5,0,1,2
17.923,43.038,0,2,1
16.697,37.702,0,2,1
16.229,39.753,0,2,1
16.914,41.242,0,2,1
17.773,38.65,0,2,1
17.337,41.3,0,2,1
18.211,42.852,0,2,1
19.499,45.768,0,2,1
20.57,46.4,0,2,1
23.288,46.983,0,1,2
31.6,56.68,0,1,2
28.695,56.347,0,2,1
31.279,59.208,0,2,1
25.659,50.87,0,2,1
25.697,54.043,0,2,1
46.321,60.717,0,1,2
48.823,65.525,0,1,2
34.041,63.128,0,1,2
38.254,64.703,0,2,1
37.045,61.342,0,2,1
36.833,60.832,0,2,1
38.568,65.002,0,2,1
40.55,65.995,0,2,1
43.126,67.267,0,2,1
39.882,68.865,0,2,1
43.893,66.073,0,2,1
44.956,68.502,0,2,1
7.392,18.208,0,2,1
9.219,22.952,0,1,2
9.656,24.005,0,1,2
6.774,16.785,0,2,1
8.372,20.532,0,1,2
10.643,26.755,0,2,1
9.634,23.968,0,1,2
11.065,27.847,0,1,2
10.781,27.325,0,1,2
10.653,26.945,0,1,2
8.907,22.697,0,2,1
9.921,24.36,0,1,2
13.392,33.492,0,1,2
12.791,31.913,0,1,2
7.995,19.985,0,2,1
7.225,17.683,0,2,1
7.237,17.567,0,2,1
10.521,25.96,0,1,2
11.218,27.917,0,1,2
13.755,34.523,0,1,2
14.283,35.395,0,1,2
8.163,20.002,0,2,1
11.233,27.728,0,1,2
10.06,25.622,0,2,1
8.159,20.008,0,2,1
11.304,28.337,0,2,1
11.859,29.513,0,1,2
9.974,25.018,0,2,1
13.602,33.775,0,1,2
9.033,19.982,0,1,2
10.059,25.06,0,2,1
9.365,22.835,0,2,1
12.439,30.728,0,1,2
10.815,27.483,0,2,1
15.798,39.183,0,1,2
12.183,30.433,0,1,2
14.714,36.553,0,1,2
10.227,25.278,0,2,1
14.068,34.827,0,1,2
16.311,40.702,0,1,2
12.974,32.988,0,2,1
14.107,34.817,0,1,2
10.373,25.337,0,2,1
11.862,26.813,0,1,2
13.962,34.947,0,2,1
12.887,32.813,0,2,1
13.296,31.133,0,2,1
11.619,27.86,0,2,1
13.973,34.607,0,2,1
15.086,37.585,0,2,1
12.682,27.298,0,1,2
18.109,43.195,0,1,2
12.923,28.323,0,1,2
14.497,35.838,0,2,1
15.183,37.327,0,2,1
14.161,29.73,0,1,2
16.479,38.937,0,2,1
15.606,37.385,0,2,1
17.767,41.853,0,2,1
18.838,42.485,0,2,1
21.507,43.132,0,1,2
27.157,53.483,0,2,1
22.834,45.438,0,1,2
23.616,42.775,0,1,2
30.026,53.795,0,1,2
30.643,55.195,0,1,2
44.747,57.832,0,1,2
33.375,57.915,0,1,2
47.249,62.64,0,1,2
35.239,56.43,0,1,2
34.03,53.068,0,1,2
33.818,52.558,0,1,2
37.535,57.722,0,1,2
41.941,60.228,0,1,2
40.111,58.993,0,1,2
35.553,56.728,0,1,2
40.877,57.8,0,1,2
8.702,21.65,0,2,1
36.867,60.592,0,1,2
9.643,24.028,0,2,1
9.158,22.793,0,2,1
9.028,22.492,0,2,1
10.093,25.257,0,1,2
8.95,22.477,0,2,1
9.348,23.405,0,2,1
10.111,25.492,0,1,2
10.36,25.947,0,2,1
9.966,24.89,0,1,2
9.475,24.032,0,2,1
12.438,31.137,0,1,2
10.276,26.06,0,2,1
11.837,29.558,0,1,2
10.082,25.178,0,2,1
9.903,24.618,0,2,1
10.079,25.083,0,1,2
10.613,26.44,0,2,1
12.8,32.168,0,1,2
13.306,33.253,0,2,1
10.327,25.718,0,2,1
10.791,26.852,0,1,2
10.591,26.692,0,1,2
11.112,28.22,0,2,1
11.254,28.037,0,2,1
10.914,27.415,0,2,1
12.997,32.298,0,2,1
